# Software: TrackLab 1.6.0
# Start of measurement: 24/8/2026 2:07:47.157 UTC
# Start of measurement - unix time: 1787537267.157
# Chip ID: K8-W0036
# Readout IP address: 192.168.1.49
# Detector mode: ToA & ToT
# Readout mode: Data-Driven Mode
# Bias voltage A: 150.39V
# Bias voltage B: -0.52V
# THL = 1508 (0.791V)
# Sensor temperature: 62.1°C
# Readout temperature: 37.3°C
# ------- Internal DAC values ---------------
# Ibias_Preamp_ON:	128	(1.137V)
# Ibias_Preamp_OFF:	8	(1.276V)
# VPReamp_NCAS:	128	(0.633V)
# Ibias_Ikrum:	15	(1.071V)
# Vfbk:	164	(0.813V)
# Vthreshold_fine:	386	(0.791V)
# Vthreshold_coarse:	7	(0.791V)
# Ibias_DiscS1_ON:	100	(1.037V)
# Ibias_DiscS1_OFF:	8	(1.244V)
# Ibias_DiscS2_ON:	128	(0.328V)
# Ibias_DiscS2_OFF:	8	(0.179V)
# Ibias_PixelDAC:	128	(0.922V)
# Ibias_TPbufferIn:	128	(1.096V)
# Ibias_TPbufferOut:	128	(1.003V)
# VTP_coarse:	128	(0.640V)
# VTP_fine:	256	(0.637V)
# Ibias_CP_PLL:	128	(0.477V)
# PLL_Vcntrl:	128	(0.815V)
# BandGap_output:	--- 	(0.607V)
# BandGap_temp:	--- 	(0.650V)
# Ibias_dac:	--- 	(1.170V)
# Ibias_dac_cas:	--- 	(0.938V)
# DACs: 	128	8	128	15	164	386	7	100	8	128	8	128	128	128	128	256	128	128
# DACs Scans: 	1.13708	1.27563	0.632935	1.07056	0.812988	0.791016	0.791016	1.03699	1.2439	0.327759	0.179443	0.921631	1.09558	1.00281	0.639648	0.636597	0.477295	0.81543	0.606689	0.650024	1.17004	0.9375
# -----------------------------------------------------------------------------------------------------------------------------
10677	19599993	5	7
10678	19599994	8	30
10933	19599993	9	23
10679	19599994	6	53
25292	81474571	4	3
24015	81474571	7	4
24525	81474570	4	28
24270	81474569	7	26
24781	81474571	15	9
24780	81474570	1	14
25036	81474570	1	45
20719	198336451	2	29
20976	198336452	15	10
20207	198336451	1	8
19952	198336451	3	21
20210	198336451	2	59
20463	198336451	2	30
21233	198336452	13	21
20208	198336451	3	31
20720	198336451	1	24
19953	198336451	3	22
20977	198336452	15	30
20209	198336451	3	38
41941	231392345	12	4
42459	231392344	6	8
43491	231392345	15	6
43493	231392344	2	9
43751	231392344	3	9
44265	231392345	7	7
42199	231392344	8	13
42975	231392344	5	10
42457	231392344	9	17
42717	231392344	8	16
42976	231392344	6	17
42978	231392344	2	9
44008	231392344	3	12
41942	231392344	10	17
41685	231392344	11	19
42715	231392344	7	9
43749	231392344	4	13
44007	231392344	4	13
42719	231392344	6	12
42200	231392344	9	20
42716	231392344	8	19
42977	231392344	6	35
43234	231392344	5	19
42458	231392344	8	16
42718	231392344	8	35
43492	231392344	4	19
43750	231392344	5	21
43235	231392344	5	15
19172	288887185	11	15
18916	288887185	12	49
 9295	313102382	14	19
 9551	313102382	15	31
 9294	313102382	15	27
 9550	313102382	15	89
53190	320041917	2	10
53449	320041917	2	11
52664	320041917	13	10
52922	320041918	15	12
53182	320041916	3	13
53185	320041916	4	12
53186	320041917	4	12
53189	320041917	5	16
53181	320041916	2	17
53191	320041917	1	11
53448	320041917	3	15
52920	320041917	15	16
53179	320041917	0	16
53183	320041916	3	17
53184	320041916	4	19
53187	320041917	4	16
53188	320041917	5	21
53180	320041916	2	20
52921	320041917	15	14
 5578	406333631	14	11
 6599	406333630	9	15
 6344	406333630	6	14
 6088	406333630	6	16
 6598	406333630	9	17
