# Software: TrackLab 1.6.0
# Start of measurement: 24/8/2026 2:06:45.942 UTC
# Start of measurement - unix time: 1787537205.942
# Chip ID: K8-W0036
# Readout IP address: 192.168.1.49
# Detector mode: ToA & ToT
# Readout mode: Data-Driven Mode
# Bias voltage A: 150.39V
# Bias voltage B: -0.52V
# THL = 1508 (0.791V)
# Sensor temperature: 62.1°C
# Readout temperature: 37.3°C
# ------- Internal DAC values ---------------
# Ibias_Preamp_ON:	128	(1.136V)
# Ibias_Preamp_OFF:	8	(1.276V)
# VPReamp_NCAS:	128	(0.633V)
# Ibias_Ikrum:	15	(1.071V)
# Vfbk:	164	(0.814V)
# Vthreshold_fine:	386	(0.791V)
# Vthreshold_coarse:	7	(0.791V)
# Ibias_DiscS1_ON:	100	(1.036V)
# Ibias_DiscS1_OFF:	8	(1.243V)
# Ibias_DiscS2_ON:	128	(0.328V)
# Ibias_DiscS2_OFF:	8	(0.180V)
# Ibias_PixelDAC:	128	(0.921V)
# Ibias_TPbufferIn:	128	(1.094V)
# Ibias_TPbufferOut:	128	(1.003V)
# VTP_coarse:	128	(0.640V)
# VTP_fine:	256	(0.637V)
# Ibias_CP_PLL:	128	(0.478V)
# PLL_Vcntrl:	128	(0.815V)
# BandGap_output:	--- 	(0.607V)
# BandGap_temp:	--- 	(0.651V)
# Ibias_dac:	--- 	(1.171V)
# Ibias_dac_cas:	--- 	(0.937V)
# DACs: 	128	8	128	15	164	386	7	100	8	128	8	128	128	128	128	256	128	128
# DACs Scans: 	1.13647	1.27563	0.632935	1.07056	0.813599	0.791016	0.791016	1.03638	1.24268	0.327759	0.180054	0.921021	1.09436	1.00281	0.639648	0.637207	0.477905	0.81543	0.606689	0.651245	1.17065	0.93689
# -----------------------------------------------------------------------------------------------------------------------------
 4273	18244766	0	7
 4274	18244766	12	15
 4018	18244766	1	7
17717	43939197	7	4
17462	43939197	12	5
17206	43939196	0	18
17208	43939197	13	36
17716	43939196	3	14
17207	43939197	15	25
17461	43939196	3	28
39945	90766080	9	30
39689	90766080	8	14
39944	90766080	9	34
39688	90766080	9	45
40417	142111315	9	7
40674	142111315	10	7
39648	142111315	10	6
40675	142111315	13	15
40161	142111315	11	23
39905	142111315	12	20
40418	142111315	14	49
39904	142111314	0	35
39649	142111315	15	53
42642	164276299	0	15
33473	210802880	0	13
12633	220102373	6	4
12380	220102373	0	9
12379	220102373	9	12
12635	220102373	13	17
12890	220102373	14	25
12634	220102373	14	81
10341	293553730	7	22
10084	293553730	3	23
10085	293553730	4	24
 9828	293553730	1	30
38732	355591254	9	19
56421	409659870	5	7
55397	409659869	5	14
55909	409659869	4	23
56165	409659870	15	20
55653	409659869	5	40
23029	422826644	13	17
23798	422826644	11	6
24312	422826643	0	11
22517	422826646	13	2
23286	422826644	14	16
23285	422826644	13	25
23799	422826644	15	13
23542	422826644	15	25
22773	422826644	11	20
24055	422826643	2	26
24311	422826643	2	15
49349	430153959	2	2
49862	430153959	2	2
49864	430153959	3	2
49866	430153959	2	2
49612	430153959	1	1
48324	430153960	15	1
48326	430153959	4	9
47561	430153960	15	1
48331	430153959	3	6
48332	430153959	2	2
47813	430153960	15	1
47814	430153959	2	2
47819	430153959	2	2
48076	430153959	0	2
49609	430153959	4	6
49605	430153959	2	2
49607	430153959	3	4
48328	430153959	4	61
49355	430153959	3	6
49356	430153959	1	2
48580	430153959	2	2
49094	430153959	4	21
47817	430153959	2	2
48587	430153959	3	12
48588	430153959	2	3
48069	430153959	0	2
48070	430153959	2	3
48075	430153959	2	2
49865	430153959	2	2
48844	430153959	2	4
48836	430153959	2	2
49863	430153959	2	2
48329	430153959	4	62
49611	430153959	3	2
48327	430153959	4	34
48073	430153959	2	9
48843	430153959	3	15
47815	430153959	2	2
47818	430153959	2	3
49100	430153959	2	3
49092	430153959	2	2
49352	430153959	4	34
49350	430153959	3	7
49097	430153959	3	204
49354	430153959	3	14
48333	430153960	15	1
49095	430153959	4	71
47816	430153959	2	3
49099	430153959	3	10
48325	430153959	2	3
48071	430153959	2	7
48074	430153959	2	6
48589	430153960	15	1
49608	430153959	4	6
48581	430153959	2	17
49606	430153959	3	3
49096	430153959	3	268
49610	430153959	3	4
48582	430153959	4	43
48072	430153959	2	9
48330	430153959	3	30
48845	430153960	15	1
48837	430153959	2	19
49351	430153959	3	20
49353	430153959	4	30
48586	430153959	3	70
49101	430153960	15	1
48838	430153959	3	54
48585	430153959	4	343
49093	430153959	2	5
48842	430153959	3	103
48583	430153959	4	110
48841	430153959	3	467
49098	430153959	3	42
48839	430153959	4	258
48584	430153959	4	397
48840	430153959	3	280
48840	430154999	5	3
48841	430155155	5	11
59476	492156632	3	14
59475	492156632	4	20
59732	492156632	3	16
59731	492156632	5	103
30011	492197660	11	32
30267	492197660	12	41
43556	492207127	0	65
38867	492247636	15	30
38611	492247635	1	42
16477	492290536	10	15
16221	492290535	0	57
15810	492298989	13	80
22476	492312436	10	75
37700	492366658	8	15
37444	492366658	11	90
 4449	492409963	2	13
 4705	492409963	7	67
11645	492413519	1	57
59059	492482866	7	69
62491	492500654	14	69
19051	492506087	3	24
19052	492506087	8	61
20743	492549261	4	10
20744	492549261	14	63
64117	492617932	12	4
64374	492617931	8	20
64118	492617931	12	74
 5120	492626607	11	37
 5121	492626607	13	51
20115	492646812	14	7
20116	492646811	9	72
 3123	492646903	15	5
 3124	492646901	0	62
 2868	492646902	13	18
40902	492647720	3	5
40901	492647720	12	99
47509	492650562	6	12
47764	492650562	5	14
47508	492650562	10	72
24211	492663052	7	68
10583	492663256	5	3
10838	492663256	6	5
10839	492663256	14	104
60978	492693357	11	32
60977	492693357	10	62
20766	492706051	4	106
42490	492753454	11	11
42233	492753454	13	32
42234	492753454	11	41
42488	492753454	13	42
42489	492753454	14	95
11442	492758328	3	82
52317	492764571	5	71
37105	492769248	7	10
36593	492769248	12	13
37104	492769248	7	27
36849	492769248	12	64
24130	492818982	4	49
24131	492818982	6	80
46674	492828577	10	22
46675	492828577	12	40
26974	492873768	6	37
26718	492873768	6	45
60742	492944582	8	79
57478	492952470	6	3
57223	492952469	6	49
57222	492952469	6	54
47945	492988879	4	8
47690	492988878	2	41
47689	492988878	0	51
62620	493010369	4	77
48711	493057896	12	102
27583	493058753	5	106
 1271	493062427	5	90
58321	493066481	10	48
58320	493066481	13	86
42735	493086100	14	6
42992	493086099	8	27
42991	493086100	13	6
42480	493086099	10	30
42736	493086099	10	50
62207	493110667	6	101
62111	493127121	4	17
62110	493127121	6	59
62366	493127121	6	69
50126	493162680	15	10
56535	493162680	15	20
58808	493170777	2	12
58809	493170777	7	108
42254	493192533	6	14
41998	493192533	10	83
34854	493201977	1	79
36195	493212289	10	16
36194	493212289	11	52
