run_number,root_file,tdaq_start_local,tdaq_end_local,tdaq_elapsed_s,tdaq_entries,scaler_branch,scaler_wraps,status,match_quality,timepix_measurement_range,timepix_count,timepix_start_local,timepix_end_local,overlap_measurement_range,overlap_count,nearest_only_count
1781567963,/Users/berare/BL4S/TDAQ_stateofArt/1781567963.root,2026-06-16T01:59:23+02:00,2026-06-16T01:59:27+02:00,4.380000,25864,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1781568763,/Users/berare/BL4S/TDAQ_stateofArt/1781568763.root,2026-06-16T02:12:43+02:00,2026-06-16T02:12:48+02:00,5.017290,21334,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1781575162,/Users/berare/BL4S/TDAQ_stateofArt/1781575162.root,2026-06-16T03:59:22+02:00,2026-06-16T03:59:29+02:00,7.714360,3555,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1781576899,/Users/berare/BL4S/TDAQ_stateofArt/1781576899.root,2026-06-16T04:28:19+02:00,2026-06-16T05:44:26+02:00,4567.900000,568866,Scaler0_ch15,1,ok,no_timepix_match,,0,,,,0,0
1781605415,/Users/berare/BL4S/TDAQ_stateofArt/1781605415.root,2026-06-16T12:23:35+02:00,2026-06-16T12:23:37+02:00,2.603930,4645,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1781605982,/Users/berare/BL4S/TDAQ_stateofArt/1781605982.root,2026-06-16T12:33:02+02:00,2026-06-16T12:33:05+02:00,3.847080,6724,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1781606539,/Users/berare/BL4S/TDAQ_stateofArt/1781606539.root,2026-06-16T12:42:19+02:00,2026-06-16T12:42:22+02:00,3.322590,2922,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1781607033,/Users/berare/BL4S/TDAQ_stateofArt/1781607033.root,2026-06-16T12:50:33+02:00,2026-06-16T12:51:05+02:00,32.331600,44570,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1781610762,/Users/berare/BL4S/TDAQ_stateofArt/1781610762.root,2026-06-16T13:52:42+02:00,2026-06-16T13:53:15+02:00,33.399000,43069,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1781618139,/Users/berare/BL4S/TDAQ_stateofArt/1781618139.root,2026-06-16T15:55:39+02:00,2026-06-16T15:55:39+02:00,0.000000,0,Scaler0_ch15,0,empty_tree,no_timepix_match,,0,,,,0,0
1781618363,/Users/berare/BL4S/TDAQ_stateofArt/1781618363.root,2026-06-16T15:59:23+02:00,2026-06-16T15:59:24+02:00,1.611480,2238,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1781618594,/Users/berare/BL4S/TDAQ_stateofArt/1781618594.root,2026-06-16T16:03:14+02:00,2026-06-16T16:03:14+02:00,0.638352,1123,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1781620506,/Users/berare/BL4S/TDAQ_stateofArt/1781620506.root,2026-06-16T16:35:06+02:00,2026-06-16T16:37:40+02:00,154.087000,423626,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1781637029,/Users/berare/BL4S/TDAQ_stateofArt/1781637029.root,2026-06-16T21:10:29+02:00,2026-06-16T21:11:16+02:00,47.689700,70728,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1781642408,/Users/berare/BL4S/TDAQ_stateofArt/1781642408.root,2026-06-16T22:40:08+02:00,2026-06-17T01:04:38+02:00,8670.710000,310924,Scaler0_ch15,2,ok,no_timepix_match,,0,,,,0,0
1781651675,/Users/berare/BL4S/TDAQ_stateofArt/1781651675.root,2026-06-17T01:14:35+02:00,2026-06-17T01:14:54+02:00,19.210500,31520,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1781654847,/Users/berare/BL4S/TDAQ_stateofArt/1781654847.root,2026-06-17T02:07:27+02:00,2026-06-17T02:07:33+02:00,6.012450,44850,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1781659157,/Users/berare/BL4S/TDAQ_stateofArt/1781659157.root,2026-06-17T03:19:17+02:00,2026-06-17T03:19:20+02:00,3.697960,23598,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1781659739,/Users/berare/BL4S/TDAQ_stateofArt/1781659739.root,2026-06-17T03:28:59+02:00,2026-06-17T03:28:59+02:00,0.000000,0,Scaler0_ch15,0,empty_tree,no_timepix_match,,0,,,,0,0
1781661387,/Users/berare/BL4S/TDAQ_stateofArt/1781661387.root,2026-06-17T03:56:27+02:00,2026-06-17T03:59:14+02:00,167.390000,469145,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786650362,/Users/berare/BL4S/TDAQ_stateofArt/1786650362.root,2026-08-13T21:46:02+02:00,2026-08-13T22:01:36+02:00,934.760000,47341,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786657998,/Users/berare/BL4S/TDAQ_stateofArt/1786657998.root,2026-08-13T23:53:18+02:00,2026-08-14T00:18:19+02:00,1501.230000,63343,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786660465,/Users/berare/BL4S/TDAQ_stateofArt/1786660465.root,2026-08-14T00:34:25+02:00,2026-08-14T00:39:30+02:00,305.232000,14674,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786660965,/Users/berare/BL4S/TDAQ_stateofArt/1786660965.root,2026-08-14T00:42:45+02:00,2026-08-14T03:25:43+02:00,9778.050000,74323,Scaler0_ch15,2,ok,no_timepix_match,,0,,,,0,0
1786662364,/Users/berare/BL4S/TDAQ_stateofArt/1786662364.root,2026-08-14T01:06:04+02:00,2026-08-15T17:41:50+02:00,146146.000000,1866579,Scaler0_ch15,34,ok,no_timepix_match,,0,,,,0,0
1786706307,/Users/berare/BL4S/TDAQ_stateofArt/1786706307.root,2026-08-14T13:18:27+02:00,2026-08-14T14:39:43+02:00,4876.830000,16831,Scaler0_ch15,1,ok,no_timepix_match,,0,,,,0,0
1786708920,/Users/berare/BL4S/TDAQ_stateofArt/1786708920.root,2026-08-14T14:02:00+02:00,2026-08-14T14:33:09+02:00,1869.420000,55074,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786711050,/Users/berare/BL4S/TDAQ_stateofArt/1786711050.root,2026-08-14T14:37:30+02:00,2026-08-14T15:51:44+02:00,4454.090000,5052,Scaler0_ch15,1,ok,no_timepix_match,,0,,,,0,0
1786711486,/Users/berare/BL4S/TDAQ_stateofArt/1786711486.root,2026-08-14T14:44:46+02:00,2026-08-14T14:48:09+02:00,203.149000,6890,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786711761,/Users/berare/BL4S/TDAQ_stateofArt/1786711761.root,2026-08-14T14:49:21+02:00,2026-08-14T17:31:42+02:00,9741.040000,51008,Scaler0_ch15,2,ok,no_timepix_match,,0,,,,0,0
1786713224,/Users/berare/BL4S/TDAQ_stateofArt/1786713224.root,2026-08-14T15:13:44+02:00,2026-08-14T16:43:13+02:00,5369.380000,51913,Scaler0_ch15,1,ok,no_timepix_match,,0,,,,0,0
1786714515,/Users/berare/BL4S/TDAQ_stateofArt/1786714515.root,2026-08-14T15:35:15+02:00,2026-08-14T17:08:14+02:00,5579.040000,54535,Scaler0_ch15,1,ok,no_timepix_match,,0,,,,0,0
1786715981,/Users/berare/BL4S/TDAQ_stateofArt/1786715981.root,2026-08-14T15:59:41+02:00,2026-08-14T16:12:05+02:00,744.260000,23322,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786718055,/Users/berare/BL4S/TDAQ_stateofArt/1786718055.root,2026-08-14T16:34:15+02:00,2026-08-14T17:01:32+02:00,1637.930000,1,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786719788,/Users/berare/BL4S/TDAQ_stateofArt/1786719788.root,2026-08-14T17:03:08+02:00,2026-08-14T17:05:40+02:00,152.235000,6710,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786723178,/Users/berare/BL4S/TDAQ_stateofArt/1786723178.root,2026-08-14T17:59:38+02:00,2026-08-14T18:22:15+02:00,1357.270000,46714,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786724681,/Users/berare/BL4S/TDAQ_stateofArt/1786724681.root,2026-08-14T18:24:41+02:00,2026-08-14T18:36:12+02:00,691.812000,49674,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786725412,/Users/berare/BL4S/TDAQ_stateofArt/1786725412.root,2026-08-14T18:36:52+02:00,2026-08-14T19:58:47+02:00,4915.220000,47546,Scaler0_ch15,1,ok,no_timepix_match,,0,,,,0,0
1786726168,/Users/berare/BL4S/TDAQ_stateofArt/1786726168.root,2026-08-14T18:49:28+02:00,2026-08-15T09:19:06+02:00,52178.000000,621391,Scaler0_ch15,12,ok,no_timepix_match,,0,,,,0,0
1786739830,/Users/berare/BL4S/TDAQ_stateofArt/1786739830.root,2026-08-14T22:37:10+02:00,2026-08-15T02:45:32+02:00,14902.600000,92689,Scaler0_ch15,3,ok,no_timepix_match,,0,,,,0,0
1786741940,/Users/berare/BL4S/TDAQ_stateofArt/1786741940.root,2026-08-14T23:12:20+02:00,2026-08-15T00:40:11+02:00,5271.740000,51918,Scaler0_ch15,1,ok,no_timepix_match,,0,,,,0,0
1786743090,/Users/berare/BL4S/TDAQ_stateofArt/1786743090.root,2026-08-14T23:31:30+02:00,2026-08-14T23:45:19+02:00,829.359000,50587,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786744038,/Users/berare/BL4S/TDAQ_stateofArt/1786744038.root,2026-08-14T23:47:18+02:00,2026-08-14T23:58:14+02:00,656.650000,50373,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786744833,/Users/berare/BL4S/TDAQ_stateofArt/1786744833.root,2026-08-15T00:00:33+02:00,2026-08-15T01:24:15+02:00,5022.930000,57401,Scaler0_ch15,1,ok,no_timepix_match,,0,,,,0,0
1786745756,/Users/berare/BL4S/TDAQ_stateofArt/1786745756.root,2026-08-15T00:15:56+02:00,2026-08-15T01:38:19+02:00,4943.700000,52065,Scaler0_ch15,1,ok,no_timepix_match,,0,,,,0,0
1786746501,/Users/berare/BL4S/TDAQ_stateofArt/1786746501.root,2026-08-15T00:28:21+02:00,2026-08-15T00:39:40+02:00,679.492000,50280,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786747305,/Users/berare/BL4S/TDAQ_stateofArt/1786747305.root,2026-08-15T00:41:45+02:00,2026-08-15T00:56:46+02:00,901.624000,54196,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786748346,/Users/berare/BL4S/TDAQ_stateofArt/1786748346.root,2026-08-15T00:59:06+02:00,2026-08-15T01:13:06+02:00,840.356000,49937,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786749753,/Users/berare/BL4S/TDAQ_stateofArt/1786749753.root,2026-08-15T01:22:33+02:00,2026-08-15T01:28:18+02:00,345.530000,6960,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786750147,/Users/berare/BL4S/TDAQ_stateofArt/1786750147.root,2026-08-15T01:29:07+02:00,2026-08-15T02:51:40+02:00,4953.500000,50381,Scaler0_ch15,1,ok,no_timepix_match,,0,,,,0,0
1786750887,/Users/berare/BL4S/TDAQ_stateofArt/1786750887.root,2026-08-15T01:41:27+02:00,2026-08-16T17:47:29+02:00,144362.000000,2095200,Scaler0_ch15,33,ok,no_timepix_match,,0,,,,0,0
1786779710,/Users/berare/BL4S/TDAQ_stateofArt/1786779710.root,2026-08-15T09:41:50+02:00,2026-08-15T11:05:42+02:00,5032.930000,57950,Scaler0_ch15,1,ok,no_timepix_match,,0,,,,0,0
1786780617,/Users/berare/BL4S/TDAQ_stateofArt/1786780617.root,2026-08-15T09:56:57+02:00,2026-08-15T10:08:56+02:00,719.693000,54909,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786781408,/Users/berare/BL4S/TDAQ_stateofArt/1786781408.root,2026-08-15T10:10:08+02:00,2026-08-15T10:25:40+02:00,932.412000,55253,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786782465,/Users/berare/BL4S/TDAQ_stateofArt/1786782465.root,2026-08-15T10:27:45+02:00,2026-08-15T10:42:00+02:00,855.369000,50390,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786787514,/Users/berare/BL4S/TDAQ_stateofArt/1786787514.root,2026-08-15T11:51:54+02:00,2026-08-15T12:06:00+02:00,846.677000,52627,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786788903,/Users/berare/BL4S/TDAQ_stateofArt/1786788903.root,2026-08-15T12:15:03+02:00,2026-08-15T13:46:51+02:00,5508.460000,75301,Scaler0_ch15,1,ok,no_timepix_match,,0,,,,0,0
1786790499,/Users/berare/BL4S/TDAQ_stateofArt/1786790499.root,2026-08-15T12:41:39+02:00,2026-08-15T13:03:26+02:00,1307.950000,68453,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786791937,/Users/berare/BL4S/TDAQ_stateofArt/1786791937.root,2026-08-15T13:05:37+02:00,2026-08-15T15:49:39+02:00,9842.310000,56256,Scaler0_ch15,2,ok,no_timepix_match,,0,,,,0,0
1786793439,/Users/berare/BL4S/TDAQ_stateofArt/1786793439.root,2026-08-15T13:30:39+02:00,2026-08-15T13:49:38+02:00,1139.930000,51744,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786794828,/Users/berare/BL4S/TDAQ_stateofArt/1786794828.root,2026-08-15T13:53:48+02:00,2026-08-15T14:12:26+02:00,1118.920000,53044,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786796090,/Users/berare/BL4S/TDAQ_stateofArt/1786796090.root,2026-08-15T14:14:50+02:00,2026-08-15T15:40:21+02:00,5131.790000,51109,Scaler0_ch15,1,ok,no_timepix_match,,0,,,,0,0
1786797061,/Users/berare/BL4S/TDAQ_stateofArt/1786797061.root,2026-08-15T14:31:01+02:00,2026-08-15T14:44:44+02:00,823.502000,52630,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786798201,/Users/berare/BL4S/TDAQ_stateofArt/1786798201.root,2026-08-15T14:50:01+02:00,2026-08-15T15:02:58+02:00,777.982000,51149,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786799056,/Users/berare/BL4S/TDAQ_stateofArt/1786799056.root,2026-08-15T15:04:16+02:00,2026-08-15T17:41:21+02:00,9425.590000,50791,Scaler0_ch15,2,ok,no_timepix_match,,0,,,,0,0
1786800039,/Users/berare/BL4S/TDAQ_stateofArt/1786800039.root,2026-08-15T15:20:39+02:00,2026-08-15T18:01:29+02:00,9650.570000,50335,Scaler0_ch15,2,ok,no_timepix_match,,0,,,,0,0
1786801341,/Users/berare/BL4S/TDAQ_stateofArt/1786801341.root,2026-08-15T15:42:21+02:00,2026-08-15T17:13:04+02:00,5443.960000,54129,Scaler0_ch15,1,ok,no_timepix_match,,0,,,,0,0
1786802590,/Users/berare/BL4S/TDAQ_stateofArt/1786802590.root,2026-08-15T16:03:10+02:00,2026-08-15T16:17:05+02:00,835.055000,50889,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786803907,/Users/berare/BL4S/TDAQ_stateofArt/1786803907.root,2026-08-15T16:25:07+02:00,2026-08-15T16:38:44+02:00,817.909000,50661,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786805198,/Users/berare/BL4S/TDAQ_stateofArt/1786805198.root,2026-08-15T16:46:38+02:00,2026-08-15T17:00:24+02:00,826.344000,52349,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786806354,/Users/berare/BL4S/TDAQ_stateofArt/1786806354.root,2026-08-15T17:05:54+02:00,2026-08-15T18:34:37+02:00,5323.540000,51081,Scaler0_ch15,1,ok,no_timepix_match,,0,,,,0,0
1786807867,/Users/berare/BL4S/TDAQ_stateofArt/1786807867.root,2026-08-15T17:31:07+02:00,2026-08-15T17:52:01+02:00,1254.300000,58556,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786812596,/Users/berare/BL4S/TDAQ_stateofArt/1786812596.root,2026-08-15T18:49:56+02:00,2026-08-15T20:58:28+02:00,7712.120000,120353,Scaler0_ch15,1,ok,no_timepix_match,,0,,,,0,0
1786816092,/Users/berare/BL4S/TDAQ_stateofArt/1786816092.root,2026-08-15T19:48:12+02:00,2026-08-15T19:48:19+02:00,7.390320,1220,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786816362,/Users/berare/BL4S/TDAQ_stateofArt/1786816362.root,2026-08-15T19:52:42+02:00,2026-08-15T22:06:37+02:00,8035.930000,136343,Scaler0_ch15,1,ok,no_timepix_match,,0,,,,0,0
1786820108,/Users/berare/BL4S/TDAQ_stateofArt/1786820108.root,2026-08-15T20:55:08+02:00,2026-08-15T23:25:14+02:00,9006.120000,31288,Scaler0_ch15,2,ok,no_timepix_match,,0,,,,0,0
1786820649,/Users/berare/BL4S/TDAQ_stateofArt/1786820649.root,2026-08-15T21:04:09+02:00,2026-08-15T23:34:32+02:00,9023.490000,36308,Scaler0_ch15,2,ok,no_timepix_match,,0,,,,0,0
1786821153,/Users/berare/BL4S/TDAQ_stateofArt/1786821153.root,2026-08-15T21:12:33+02:00,2026-08-15T22:31:24+02:00,4731.830000,38445,Scaler0_ch15,1,ok,no_timepix_match,,0,,,,0,0
1786821668,/Users/berare/BL4S/TDAQ_stateofArt/1786821668.root,2026-08-15T21:21:08+02:00,2026-08-15T21:26:04+02:00,296.519000,24999,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786822004,/Users/berare/BL4S/TDAQ_stateofArt/1786822004.root,2026-08-15T21:26:44+02:00,2026-08-16T03:13:10+02:00,20786.400000,267109,Scaler0_ch15,4,ok,no_timepix_match,,0,,,,0,0
1786826340,/Users/berare/BL4S/TDAQ_stateofArt/1786826340.root,2026-08-15T22:39:00+02:00,2026-08-15T22:40:40+02:00,100.543000,101364,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786826492,/Users/berare/BL4S/TDAQ_stateofArt/1786826492.root,2026-08-15T22:41:32+02:00,2026-08-15T22:43:14+02:00,102.342000,103086,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786826624,/Users/berare/BL4S/TDAQ_stateofArt/1786826624.root,2026-08-15T22:43:44+02:00,2026-08-15T22:45:24+02:00,100.951000,101711,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786826791,/Users/berare/BL4S/TDAQ_stateofArt/1786826791.root,2026-08-15T22:46:31+02:00,2026-08-15T23:59:02+02:00,4351.880000,127163,Scaler0_ch15,1,ok,no_timepix_match,,0,,,,0,0
1786826883,/Users/berare/BL4S/TDAQ_stateofArt/1786826883.root,2026-08-15T22:48:03+02:00,2026-08-15T22:48:10+02:00,7.056650,15960,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786828126,/Users/berare/BL4S/TDAQ_stateofArt/1786828126.root,2026-08-15T23:08:46+02:00,2026-08-16T00:22:25+02:00,4419.630000,124386,Scaler0_ch15,1,ok,no_timepix_match,,0,,,,0,0
1786828280,/Users/berare/BL4S/TDAQ_stateofArt/1786828280.root,2026-08-15T23:11:20+02:00,2026-08-15T23:13:02+02:00,102.957000,102760,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786828413,/Users/berare/BL4S/TDAQ_stateofArt/1786828413.root,2026-08-15T23:13:33+02:00,2026-08-16T02:50:18+02:00,13005.300000,120025,Scaler0_ch15,3,ok,no_timepix_match,,0,,,,0,0
1786828590,/Users/berare/BL4S/TDAQ_stateofArt/1786828590.root,2026-08-15T23:16:30+02:00,2026-08-16T00:29:58+02:00,4408.130000,112917,Scaler0_ch15,1,ok,no_timepix_match,,0,,,,0,0
1786828723,/Users/berare/BL4S/TDAQ_stateofArt/1786828723.root,2026-08-15T23:18:43+02:00,2026-08-16T01:43:42+02:00,8699.840000,109623,Scaler0_ch15,2,ok,no_timepix_match,,0,,,,0,0
1786828856,/Users/berare/BL4S/TDAQ_stateofArt/1786828856.root,2026-08-15T23:20:56+02:00,2026-08-15T23:22:42+02:00,106.692000,106497,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786828994,/Users/berare/BL4S/TDAQ_stateofArt/1786828994.root,2026-08-15T23:23:14+02:00,2026-08-15T23:24:55+02:00,101.882000,101648,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786829188,/Users/berare/BL4S/TDAQ_stateofArt/1786829188.root,2026-08-15T23:26:28+02:00,2026-08-16T00:39:44+02:00,4396.810000,101572,Scaler0_ch15,1,ok,no_timepix_match,,0,,,,0,0
1786829938,/Users/berare/BL4S/TDAQ_stateofArt/1786829938.root,2026-08-15T23:38:58+02:00,2026-08-15T23:40:04+02:00,66.384200,5809,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786830571,/Users/berare/BL4S/TDAQ_stateofArt/1786830571.root,2026-08-15T23:49:31+02:00,2026-08-16T00:10:05+02:00,1234.660000,32773,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786831818,/Users/berare/BL4S/TDAQ_stateofArt/1786831818.root,2026-08-16T00:10:18+02:00,2026-08-16T00:11:36+02:00,78.876500,5703,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786832059,/Users/berare/BL4S/TDAQ_stateofArt/1786832059.root,2026-08-16T00:14:19+02:00,2026-08-16T00:16:55+02:00,156.942000,9513,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786832347,/Users/berare/BL4S/TDAQ_stateofArt/1786832347.root,2026-08-16T00:19:07+02:00,2026-08-16T01:39:53+02:00,4846.090000,35438,Scaler0_ch15,1,ok,no_timepix_match,,0,,,,0,0
1786833136,/Users/berare/BL4S/TDAQ_stateofArt/1786833136.root,2026-08-16T00:32:16+02:00,2026-08-16T01:59:15+02:00,5219.860000,58114,Scaler0_ch15,1,ok,no_timepix_match,,0,,,,0,0
1786834513,/Users/berare/BL4S/TDAQ_stateofArt/1786834513.root,2026-08-16T00:55:13+02:00,2026-08-16T02:14:51+02:00,4778.310000,30588,Scaler0_ch15,1,ok,no_timepix_match,,0,,,,0,0
1786835122,/Users/berare/BL4S/TDAQ_stateofArt/1786835122.root,2026-08-16T01:05:22+02:00,2026-08-16T01:22:16+02:00,1014.180000,48433,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786836376,/Users/berare/BL4S/TDAQ_stateofArt/1786836376.root,2026-08-16T01:26:16+02:00,2026-08-16T01:41:15+02:00,899.959000,41229,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786837396,/Users/berare/BL4S/TDAQ_stateofArt/1786837396.root,2026-08-16T01:43:16+02:00,2026-08-16T03:08:25+02:00,5109.650000,49667,Scaler0_ch15,1,ok,no_timepix_match,,0,,,,0,0
1786838309,/Users/berare/BL4S/TDAQ_stateofArt/1786838309.root,2026-08-16T01:58:29+02:00,2026-08-16T02:13:33+02:00,904.835000,56611,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786839384,/Users/berare/BL4S/TDAQ_stateofArt/1786839384.root,2026-08-16T02:16:24+02:00,2026-08-16T02:29:54+02:00,810.816000,50965,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786840283,/Users/berare/BL4S/TDAQ_stateofArt/1786840283.root,2026-08-16T02:31:23+02:00,2026-08-17T11:27:18+02:00,118555.000000,1821424,Scaler0_ch15,27,ok,no_timepix_match,,0,,,,0,0
1786864539,/Users/berare/BL4S/TDAQ_stateofArt/1786864539.root,2026-08-16T09:15:39+02:00,2026-08-16T09:28:36+02:00,777.699000,50107,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786865850,/Users/berare/BL4S/TDAQ_stateofArt/1786865850.root,2026-08-16T09:37:30+02:00,2026-08-16T11:04:18+02:00,5208.250000,59330,Scaler0_ch15,1,ok,no_timepix_match,,0,,,,0,0
1786866814,/Users/berare/BL4S/TDAQ_stateofArt/1786866814.root,2026-08-16T09:53:34+02:00,2026-08-16T09:54:05+02:00,31.316300,3195,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786866862,/Users/berare/BL4S/TDAQ_stateofArt/1786866862.root,2026-08-16T09:54:22+02:00,2026-08-16T10:05:31+02:00,669.951000,55630,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786867665,/Users/berare/BL4S/TDAQ_stateofArt/1786867665.root,2026-08-16T10:07:45+02:00,2026-08-16T10:18:00+02:00,615.802000,52678,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786868768,/Users/berare/BL4S/TDAQ_stateofArt/1786868768.root,2026-08-16T10:26:08+02:00,2026-08-16T10:26:21+02:00,13.368300,1769,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786868952,/Users/berare/BL4S/TDAQ_stateofArt/1786868952.root,2026-08-16T10:29:12+02:00,2026-08-16T10:39:19+02:00,607.404000,51297,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786869626,/Users/berare/BL4S/TDAQ_stateofArt/1786869626.root,2026-08-16T10:40:26+02:00,2026-08-16T10:50:57+02:00,631.652000,53113,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786870373,/Users/berare/BL4S/TDAQ_stateofArt/1786870373.root,2026-08-16T10:52:53+02:00,2026-08-16T11:13:10+02:00,1217.330000,50544,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786872460,/Users/berare/BL4S/TDAQ_stateofArt/1786872460.root,2026-08-16T11:27:40+02:00,2026-08-16T11:38:38+02:00,658.754000,34870,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786873403,/Users/berare/BL4S/TDAQ_stateofArt/1786873403.root,2026-08-16T11:43:23+02:00,2026-08-16T13:06:20+02:00,4977.970000,35083,Scaler0_ch15,1,ok,no_timepix_match,,0,,,,0,0
1786874231,/Users/berare/BL4S/TDAQ_stateofArt/1786874231.root,2026-08-16T11:57:11+02:00,2026-08-16T13:40:40+02:00,6209.000000,143574,Scaler0_ch15,1,ok,no_timepix_match,,0,,,,0,0
1786876505,/Users/berare/BL4S/TDAQ_stateofArt/1786876505.root,2026-08-16T12:35:05+02:00,2026-08-16T12:42:31+02:00,446.455000,35288,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786877233,/Users/berare/BL4S/TDAQ_stateofArt/1786877233.root,2026-08-16T12:47:13+02:00,2026-08-16T14:13:35+02:00,5182.310000,52982,Scaler0_ch15,1,ok,no_timepix_match,,0,,,,0,0
1786882172,/Users/berare/BL4S/TDAQ_stateofArt/1786882172.root,2026-08-16T14:09:32+02:00,2026-08-16T14:17:34+02:00,482.154000,36781,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786883073,/Users/berare/BL4S/TDAQ_stateofArt/1786883073.root,2026-08-16T14:24:33+02:00,2026-08-16T14:31:58+02:00,445.390000,35327,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
1786883648,/Users/berare/BL4S/TDAQ_stateofArt/1786883648.root,2026-08-16T14:34:08+02:00,2026-08-16T15:54:06+02:00,4798.670000,38658,Scaler0_ch15,1,ok,no_timepix_match,,0,,,,0,0
1786884479,/Users/berare/BL4S/TDAQ_stateofArt/1786884479.root,2026-08-16T14:47:59+02:00,2026-08-16T14:54:42+02:00,403.372000,31766,Scaler0_ch15,0,ok,no_timepix_match,,0,,,,0,0
