timepix_measurement_id,timepix_file,timepix_trigger_file,timepix_start_unix,timepix_start_utc,timepix_trigger_end_unix,timepix_trigger_end_utc,tdaq_run_number,tdaq_root_file,tdaq_start_unix,tdaq_start_utc,tdaq_end_unix,tdaq_end_utc,tdaq_elapsed_seconds,tdaq_scaler_branch,tdaq_scaler_wraps,tdaq_entries,match_method,overlap_seconds,timepix_start_minus_tdaq_start_seconds
1326,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1326.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1326_trigger.txt,1787250835.106000,2026-08-20T18:33:55.106000+00:00,1787250884.363130,2026-08-20T18:34:44.363130+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,49.257130,7228.106000
1327,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1327.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1327_trigger.txt,1787250896.318000,2026-08-20T18:34:56.318000+00:00,1787250945.562654,2026-08-20T18:35:45.562654+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,49.244653,7289.318000
1328,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1328.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1328_trigger.txt,1787250957.532000,2026-08-20T18:35:57.532000+00:00,1787251017.524521,2026-08-20T18:36:57.524521+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,59.992521,7350.532000
1329,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1329.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1329_trigger.txt,1787251018.746000,2026-08-20T18:36:58.746000+00:00,1787251075.169585,2026-08-20T18:37:55.169585+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,56.423585,7411.746000
1330,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1330.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1330_trigger.txt,1787251079.959000,2026-08-20T18:37:59.959000+00:00,1787251129.147258,2026-08-20T18:38:49.147258+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,49.188258,7472.959000
1331,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1331.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1331_trigger.txt,1787251141.172000,2026-08-20T18:39:01.172000+00:00,1787251186.776282,2026-08-20T18:39:46.776282+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,45.604282,7534.172000
1332,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1332.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1332_trigger.txt,1787251202.385000,2026-08-20T18:40:02.385000+00:00,1787251261.150920,2026-08-20T18:41:01.150920+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,58.765920,7595.385000
1333,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1333.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1333_trigger.txt,1787251263.597000,2026-08-20T18:41:03.597000+00:00,1787251315.167998,2026-08-20T18:41:55.167998+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,51.570998,7656.597000
1334,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1334.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1334_trigger.txt,1787251324.810000,2026-08-20T18:42:04.810000+00:00,1787251372.782955,2026-08-20T18:42:52.782955+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,47.972955,7717.810000
1335,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1335.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1335_trigger.txt,1787251386.022000,2026-08-20T18:43:06.022000+00:00,1787251426.745578,2026-08-20T18:43:46.745578+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,40.723578,7779.022000
1336,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1336.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1336_trigger.txt,1787251447.233000,2026-08-20T18:44:07.233000+00:00,1787251501.171668,2026-08-20T18:45:01.171668+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,53.938668,7840.233000
1337,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1337.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1337_trigger.txt,1787251508.445000,2026-08-20T18:45:08.445000+00:00,1787251558.783742,2026-08-20T18:45:58.783742+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,50.338742,7901.445000
1338,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1338.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1338_trigger.txt,1787251569.658000,2026-08-20T18:46:09.658000+00:00,1787251612.768066,2026-08-20T18:46:52.768066+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,43.110066,7962.658000
1339,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1339.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1339_trigger.txt,1787251630.868000,2026-08-20T18:47:10.868000+00:00,1787251687.158182,2026-08-20T18:48:07.158182+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,56.290182,8023.868000
1340,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1340.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1340_trigger.txt,1787251692.081000,2026-08-20T18:48:12.081000+00:00,1787251744.760851,2026-08-20T18:49:04.760851+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,52.679851,8085.081000
1341,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1341.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1341_trigger.txt,1787251753.294000,2026-08-20T18:49:13.294000+00:00,1787251798.757787,2026-08-20T18:49:58.757787+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,45.463787,8146.294000
1342,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1342.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1342_trigger.txt,1787251814.505000,2026-08-20T18:50:14.505000+00:00,1787251873.176826,2026-08-20T18:51:13.176826+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,58.671826,8207.505000
1343,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1343.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1343_trigger.txt,1787251875.722000,2026-08-20T18:51:15.722000+00:00,1787251930.754612,2026-08-20T18:52:10.754612+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,55.032612,8268.722000
1344,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1344.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1344_trigger.txt,1787251936.933000,2026-08-20T18:52:16.933000+00:00,1787251984.772491,2026-08-20T18:53:04.772491+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,47.839491,8329.933000
1345,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1345.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1345_trigger.txt,1787251998.145000,2026-08-20T18:53:18.145000+00:00,1787252042.363707,2026-08-20T18:54:02.363707+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,44.218707,8391.145000
1346,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1346.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1346_trigger.txt,1787252059.360000,2026-08-20T18:54:19.360000+00:00,1787252116.752290,2026-08-20T18:55:16.752290+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,57.392290,8452.360000
1347,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1347.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1347_trigger.txt,1787252120.573000,2026-08-20T18:55:20.573000+00:00,1787252159.964326,2026-08-20T18:55:59.964326+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,39.391326,8513.573000
1348,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1348.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1348_trigger.txt,1787252181.786000,2026-08-20T18:56:21.786000+00:00,1787252221.171125,2026-08-20T18:57:01.171125+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,39.385125,8574.786000
1349,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1349.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1349_trigger.txt,1787252242.997000,2026-08-20T18:57:22.997000+00:00,1787252282.382183,2026-08-20T18:58:02.382183+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,39.385183,8635.997000
1350,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1350.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1350_trigger.txt,1787252304.210000,2026-08-20T18:58:24.210000+00:00,1787252343.574844,2026-08-20T18:59:03.574844+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,39.364844,8697.210000
1351,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1351.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1351_trigger.txt,1787252365.422000,2026-08-20T18:59:25.422000+00:00,1787252404.755791,2026-08-20T19:00:04.755791+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,39.333791,8758.422000
1352,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1352.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1352_trigger.txt,1787252426.636000,2026-08-20T19:00:26.636000+00:00,1787252465.968627,2026-08-20T19:01:05.968627+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,39.332627,8819.636000
1353,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1353.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1353_trigger.txt,1787252487.848000,2026-08-20T19:01:27.848000+00:00,1787252527.168939,2026-08-20T19:02:07.168939+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,39.320939,8880.848000
1354,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1354.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1354_trigger.txt,1787252549.061000,2026-08-20T19:02:29.061000+00:00,1787252588.353437,2026-08-20T19:03:08.353437+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,39.292437,8942.061000
1355,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1355.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1355_trigger.txt,1787252610.274000,2026-08-20T19:03:30.274000+00:00,1787252649.550562,2026-08-20T19:04:09.550562+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,39.276562,9003.274000
1356,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1356.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1356_trigger.txt,1787252671.487000,2026-08-20T19:04:31.487000+00:00,1787252710.776623,2026-08-20T19:05:10.776623+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,39.289623,9064.487000
1357,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1357.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1357_trigger.txt,1787252732.698000,2026-08-20T19:05:32.698000+00:00,1787252771.960464,2026-08-20T19:06:11.960464+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,39.262464,9125.698000
1358,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1358.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1358_trigger.txt,1787252793.910000,2026-08-20T19:06:33.910000+00:00,1787252833.172500,2026-08-20T19:07:13.172500+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,39.262500,9186.910000
1359,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1359.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1359_trigger.txt,1787252855.124000,2026-08-20T19:07:35.124000+00:00,1787252894.361122,2026-08-20T19:08:14.361122+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,39.237122,9248.124000
1360,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1360.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1360_trigger.txt,1787252916.334000,2026-08-20T19:08:36.334000+00:00,1787252955.577907,2026-08-20T19:09:15.577907+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,39.243906,9309.334000
1361,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1361.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1361_trigger.txt,1787252977.547000,2026-08-20T19:09:37.547000+00:00,1787253016.760908,2026-08-20T19:10:16.760908+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,39.213908,9370.547000
1362,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1362.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1362_trigger.txt,1787253038.758000,2026-08-20T19:10:38.758000+00:00,1787253077.973651,2026-08-20T19:11:17.973651+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,39.215651,9431.758000
1363,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1363.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1363_trigger.txt,1787253099.970000,2026-08-20T19:11:39.970000+00:00,1787253139.178218,2026-08-20T19:12:19.178218+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,39.208218,9492.970000
1364,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1364.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1364_trigger.txt,1787253161.183000,2026-08-20T19:12:41.183000+00:00,1787253200.371604,2026-08-20T19:13:20.371604+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,39.188604,9554.183000
1365,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1365.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1365_trigger.txt,1787253222.395000,2026-08-20T19:13:42.395000+00:00,1787253261.545746,2026-08-20T19:14:21.545746+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,39.150746,9615.395000
1366,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1366.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1366_trigger.txt,1787253283.613000,2026-08-20T19:14:43.613000+00:00,1787253322.772914,2026-08-20T19:15:22.772914+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,39.159914,9676.613000
1367,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1367.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1367_trigger.txt,1787253344.828000,2026-08-20T19:15:44.828000+00:00,1787253383.975399,2026-08-20T19:16:23.975399+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,39.147399,9737.828000
1368,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1368.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1368_trigger.txt,1787253406.041000,2026-08-20T19:16:46.041000+00:00,1787253445.175299,2026-08-20T19:17:25.175299+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,39.134300,9799.041000
1369,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1369.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1369_trigger.txt,1787253467.251000,2026-08-20T19:17:47.251000+00:00,1787253506.362542,2026-08-20T19:18:26.362542+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,39.111542,9860.251000
1370,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1370.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1370_trigger.txt,1787253528.465000,2026-08-20T19:18:48.465000+00:00,1787253567.568024,2026-08-20T19:19:27.568024+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,39.103024,9921.465000
1371,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1371.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1371_trigger.txt,1787253589.676000,2026-08-20T19:19:49.676000+00:00,1787253628.780456,2026-08-20T19:20:28.780456+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,39.104456,9982.676000
1372,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1372.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1372_trigger.txt,1787253650.889000,2026-08-20T19:20:50.889000+00:00,1787253689.942924,2026-08-20T19:21:29.942924+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,39.053925,10043.889000
1373,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1373.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1373_trigger.txt,1787253712.102000,2026-08-20T19:21:52.102000+00:00,1787253751.154953,2026-08-20T19:22:31.154953+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,39.052953,10105.102000
1374,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1374.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1374_trigger.txt,1787253773.315000,2026-08-20T19:22:53.315000+00:00,1787253829.184736,2026-08-20T19:23:49.184736+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,55.869735,10166.315000
1375,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1375.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1375_trigger.txt,1787253834.527000,2026-08-20T19:23:54.527000+00:00,1787253886.739661,2026-08-20T19:24:46.739661+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,52.212661,10227.527000
1376,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1376.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_1376_trigger.txt,1787253895.740000,2026-08-20T19:24:55.740000+00:00,1787253944.348756,2026-08-20T19:25:44.348756+00:00,1787243607,/Users/berare/BL4S/TDAQ_stateofArt/1787243607.root,1787243607.000000,2026-08-20T16:33:27+00:00,1787294531.000000,2026-08-21T06:42:11+00:00,50924.000000,Scaler0_ch15,11,884719,overlap,48.608756,10288.740000
